Omega_m0,H0,n_dvch,chi2,chain
0.371254319892064,70.43264294525187,0.13532214512999927,1496.6128309288392,0
0.3789652615880389,70.62702892665608,0.14675351974663836,1499.1988278604877,0
0.3789652615880389,70.62702892665608,0.14675351974663836,1499.1988278604877,0
0.3789652615880389,70.62702892665608,0.14675351974663836,1499.1988278604877,0
0.3789652615880389,70.62702892665608,0.14675351974663836,1499.1988278604877,0
0.3789652615880389,70.62702892665608,0.14675351974663836,1499.1988278604877,0
0.3789652615880389,70.62702892665608,0.14675351974663836,1499.1988278604877,0
0.3789652615880389,70.62702892665608,0.14675351974663836,1499.1988278604877,0
0.3789652615880389,70.62702892665608,0.14675351974663836,1499.1988278604877,0
0.3789652615880389,70.62702892665608,0.14675351974663836,1499.1988278604877,0
0.3703845349474181,70.70764464645522,0.16057851048947963,1501.016356824294,0
0.3745760292532007,70.94537840898147,0.16875712006128246,1502.2561552422992,0
0.3745760292532007,70.94537840898147,0.16875712006128246,1502.2561552422992,0
0.3745760292532007,70.94537840898147,0.16875712006128246,1502.2561552422992,0
0.3745760292532007,70.94537840898147,0.16875712006128246,1502.2561552422992,0
0.3718422005242464,70.77376362301987,0.14738025837507926,1497.2740477399554,0
0.3718422005242464,70.77376362301987,0.14738025837507926,1497.2740477399554,0
0.3718422005242464,70.77376362301987,0.14738025837507926,1497.2740477399554,0
0.3718422005242464,70.77376362301987,0.14738025837507926,1497.2740477399554,0
0.3718422005242464,70.77376362301987,0.14738025837507926,1497.2740477399554,0
0.3718422005242464,70.77376362301987,0.14738025837507926,1497.2740477399554,0
0.3718422005242464,70.77376362301987,0.14738025837507926,1497.2740477399554,0
0.3539123280134449,71.52756334559552,0.1367011352657433,1498.0811398008457,0
0.36991407117136044,71.3185980380503,0.13825224724949922,1496.7481651585365,0
0.36991407117136044,71.3185980380503,0.13825224724949922,1496.7481651585365,0
0.34581155190128693,70.58466843926385,0.11420827897596707,1495.4152854641086,0
0.34581155190128693,70.58466843926385,0.11420827897596707,1495.4152854641086,0
0.33246193584987976,69.85998285473907,0.09520603383647006,1498.225643366092,0
0.33246193584987976,69.85998285473907,0.09520603383647006,1498.225643366092,0
0.33246193584987976,69.85998285473907,0.09520603383647006,1498.225643366092,0
0.33438525998713803,68.71796341394928,0.08224121379664441,1499.332605025116,0
0.33438525998713803,68.71796341394928,0.08224121379664441,1499.332605025116,0
0.33438525998713803,68.71796341394928,0.08224121379664441,1499.332605025116,0
0.33438525998713803,68.71796341394928,0.08224121379664441,1499.332605025116,0
0.33438525998713803,68.71796341394928,0.08224121379664441,1499.332605025116,0
0.33438525998713803,68.71796341394928,0.08224121379664441,1499.332605025116,0
0.36260039549467005,69.80840883574976,0.1120019388168615,1495.4356277006034,0
0.36260039549467005,69.80840883574976,0.1120019388168615,1495.4356277006034,0
0.359328215243679,70.70607598375847,0.10907567430900811,1495.4614611797797,0
0.359328215243679,70.70607598375847,0.10907567430900811,1495.4614611797797,0
0.359328215243679,70.70607598375847,0.10907567430900811,1495.4614611797797,0
0.3532542459272855,70.66688626990573,0.11591258831709535,1494.2889659247176,0
0.3532542459272855,70.66688626990573,0.11591258831709535,1494.2889659247176,0
0.3532542459272855,70.66688626990573,0.11591258831709535,1494.2889659247176,0
0.3532542459272855,70.66688626990573,0.11591258831709535,1494.2889659247176,0
0.3532542459272855,70.66688626990573,0.11591258831709535,1494.2889659247176,0
0.3536644897786483,70.79770938451064,0.1200063822838911,1494.5902074882977,0
0.3536644897786483,70.79770938451064,0.1200063822838911,1494.5902074882977,0
0.3536644897786483,70.79770938451064,0.1200063822838911,1494.5902074882977,0
0.3536644897786483,70.79770938451064,0.1200063822838911,1494.5902074882977,0
0.3536644897786483,70.79770938451064,0.1200063822838911,1494.5902074882977,0
0.3597014800780013,70.78821446961588,0.1352525954785332,1495.2853715367899,0
0.3597014800780013,70.78821446961588,0.1352525954785332,1495.2853715367899,0
0.3642400620951453,70.25577802776418,0.1313549499358022,1495.715541809778,0
0.3642400620951453,70.25577802776418,0.1313549499358022,1495.715541809778,0
0.3642400620951453,70.25577802776418,0.1313549499358022,1495.715541809778,0
0.3642400620951453,70.25577802776418,0.1313549499358022,1495.715541809778,0
0.3642400620951453,70.25577802776418,0.1313549499358022,1495.715541809778,0
0.3642400620951453,70.25577802776418,0.1313549499358022,1495.715541809778,0
0.3642400620951453,70.25577802776418,0.1313549499358022,1495.715541809778,0
0.3642400620951453,70.25577802776418,0.1313549499358022,1495.715541809778,0
0.3829843713062425,70.81296840128792,0.1664115198010523,1502.8020356186714,0
0.39134869560604163,70.95591662460428,0.16948700900911468,1505.4625994043186,0
0.37856294593506407,71.29399155109363,0.1761744263754414,1503.0510268437242,0
0.3649637580458446,70.46294171408809,0.1431417672307695,1497.3098175858695,0
0.3649637580458446,70.46294171408809,0.1431417672307695,1497.3098175858695,0
0.3649637580458446,70.46294171408809,0.1431417672307695,1497.3098175858695,0
0.3649637580458446,70.46294171408809,0.1431417672307695,1497.3098175858695,0
0.3649637580458446,70.46294171408809,0.1431417672307695,1497.3098175858695,0
0.3649637580458446,70.46294171408809,0.1431417672307695,1497.3098175858695,0
0.3649637580458446,70.46294171408809,0.1431417672307695,1497.3098175858695,0
0.36906309665154813,70.7251422594041,0.1358364614612243,1495.7061179162422,0
0.36906309665154813,70.7251422594041,0.1358364614612243,1495.7061179162422,0
0.36906309665154813,70.7251422594041,0.1358364614612243,1495.7061179162422,0
0.36906309665154813,70.7251422594041,0.1358364614612243,1495.7061179162422,0
0.3582973654950699,70.57210205552221,0.12907106373392754,1494.6999315054534,0
0.3561278153057229,69.92528535135273,0.12076654795617829,1495.3707334786423,0
0.35850103541662914,70.14858795579619,0.11791138400109363,1494.215957015111,0
0.35850103541662914,70.14858795579619,0.11791138400109363,1494.215957015111,0
0.3664562616833864,71.29403987328257,0.13695242786122497,1496.1468986552493,0
0.3664562616833864,71.29403987328257,0.13695242786122497,1496.1468986552493,0
0.35459600975134314,70.99905205696969,0.14228768373241574,1497.907010662863,0
0.35459600975134314,70.99905205696969,0.14228768373241574,1497.907010662863,0
0.3484696022133202,69.98621268474832,0.10575506952122901,1494.0853010027754,0
0.3508810126867066,70.07216709431678,0.1043125819408629,1493.8218049699929,0
0.3508810126867066,70.07216709431678,0.1043125819408629,1493.8218049699929,0
0.3508810126867066,70.07216709431678,0.1043125819408629,1493.8218049699929,0
0.3508810126867066,70.07216709431678,0.1043125819408629,1493.8218049699929,0
0.3508810126867066,70.07216709431678,0.1043125819408629,1493.8218049699929,0
0.35036152957103367,70.8883192865506,0.11005912989620291,1495.6601735750123,0
0.33927647820319196,70.20102959901655,0.08866628699394037,1496.5169505817098,0
0.3519204346851312,70.14239880610255,0.10293441558407677,1493.9001722405603,0
