Om,n,beta,H0,log_posterior
0.2613112327482223,0.45640712538574896,0.16392198664450328,65.47990304737701,-18.786402542286332
0.30749770551821265,0.19832415219182858,0.021496406178479394,66.4274772723455,-17.675723954326465
0.2874700346448906,0.28120096989920523,0.28295414504583183,67.55483859200072,-14.800760962112559
0.295071822946211,0.029825115168177152,0.20098776359648463,70.04655856516938,-15.59211232261849
0.3074091289680428,0.1262173899455718,0.6727816411475673,69.60086456982386,-15.414899661837554
0.27945680730384687,0.41315443702429727,0.7897207974003071,67.27853731149179,-15.976708125832985
0.2779999284076763,0.14906672442637517,0.5111588673816013,69.73851726188533,-16.04347411811966
0.2885193698326442,0.046886563699233,0.11304538514857171,69.4631201889791,-14.382153654663961
0.2677217886946266,0.2041168849319575,0.34589922675460155,68.8361869423142,-16.96684744193277
0.2839217695617714,0.24994725226328926,0.7065370672055445,69.12379004832346,-15.412797259395754
0.3024192409076714,0.3020817830225778,0.7669941524332141,68.07192386826655,-14.6310177888933
0.32122905220898756,0.33174737487511435,0.7050074035542522,67.02968245899761,-16.08833033179098
0.31354708454052904,0.35961132005401897,0.8819129828780976,67.3955428003804,-15.211072238592141
0.3189070417960548,0.22961148190839087,0.23950863034926656,67.03042528812323,-16.096220429112215
0.2943198224981278,0.1464609534468734,0.5996464757113105,69.81352469349031,-15.852799545772573
0.31091501077967576,0.07670298796325092,0.9831094923617305,70.28904145722335,-16.39447932810767
0.30045339890439476,0.008661511860721912,0.25990458960312934,70.0530162063,-15.161775001425225
0.2615165102569474,0.3338407586506203,0.15581995339634208,66.84023802037109,-16.081283131996354
0.283568148938121,0.1660051816424811,0.12812716278116096,67.76837340558998,-16.644351242665195
0.29534262977443493,0.32676230053482247,0.7138976584676273,68.14842296622443,-15.23951581438896
0.31352058070570876,0.050569645928623674,0.03635197916923165,67.8320983171936,-16.799595916174386
0.29482400688685023,0.3880053795800792,0.9034833947528857,67.73357074121242,-15.019225169247969
0.29126232429570237,0.1158198023950108,0.2203127338194113,69.30032196202558,-15.201826143789516
0.30376580343159104,0.3316147524032111,0.4045213774065992,66.68580281133895,-16.19780499989307
0.27573428713137477,0.3817751178313,0.9801837040542696,68.13258078409953,-15.622121382930102
0.3183241342603161,0.055629318067670366,0.19578442147441583,68.6447333760759,-15.467356818626373
0.2933534361992981,0.3916651305929753,0.32765432943127193,65.84976522700042,-18.41542337979446
0.3098820403173859,0.18193003016162407,0.1600296012916484,67.80355063520005,-16.11526526663152
0.3187326138724898,0.1172951974546057,0.7250820376660234,69.17494385366155,-15.58481857308909
0.2905103188310964,0.327687007308637,0.5051250452267644,67.51248832683379,-14.893855129988271
0.2807176377999183,0.2835082439303229,0.25296935423066547,67.38682679465732,-15.166373787390594
0.27398500809778314,0.17187342465453126,0.4979707984502233,69.92105136727851,-16.696633387471
0.28739466521367435,0.05893312277321816,0.22482020399304342,69.71659995560748,-14.884927687931233
0.2879466308238366,0.15700602209540224,0.34181299468627835,68.7670839014912,-15.443429408968742
0.2815091459796514,0.5029152197580847,0.8378615956019592,66.43605649738177,-16.28302277221409
0.31074612116323713,0.49167255391443365,0.7745063100730986,65.69021281368815,-18.145804229597292
0.28027480791915976,0.2514694600226558,0.21777678796336825,67.75497880298559,-14.758037158831678
0.309461098834779,0.4496288193063337,0.6480882430436354,65.83980780211834,-18.1800716756191
0.302391241589833,0.3793838363020545,0.6745519541058878,66.9537126500779,-15.474016786979119
0.2932535781369561,0.21861227803344585,0.8178848484589788,68.93387941503052,-15.359663362123559
