n,beta,viable,reason,z_t,Qtilde_max,Qtilde_min,E2_min
0.39666666666666667,3.651741272548377e-05,False,no_transition,,,,
0.39666666666666667,7.498942093324559e-05,False,no_transition,,,,
0.39666666666666667,0.0001539926526059492,False,no_transition,,,,
0.39666666666666667,0.00031622776601683794,False,no_transition,,,,
0.39666666666666667,0.0006493816315762113,False,no_transition,,,,
0.39666666666666667,0.001333521432163324,False,no_transition,,,,
0.39666666666666667,0.0027384196342643613,False,no_transition,,,,
0.39666666666666667,0.005623413251903491,False,no_transition,,,,
0.39666666666666667,0.011547819846894581,False,no_transition,,,,
0.39666666666666667,0.023713737056616554,False,no_transition,,,,
0.39666666666666667,0.04869675251658631,False,Q_positive,,,,
0.39666666666666667,0.1,False,Q_positive,,,,
0.42333333333333334,1e-06,False,no_transition,,,,
0.42333333333333334,2.053525026457146e-06,False,no_transition,,,,
0.42333333333333334,4.216965034285822e-06,False,no_transition,,,,
0.42333333333333334,8.659643233600654e-06,False,no_transition,,,,
0.42333333333333334,1.778279410038923e-05,False,no_transition,,,,
0.42333333333333334,3.651741272548377e-05,False,no_transition,,,,
0.42333333333333334,7.498942093324559e-05,False,no_transition,,,,
0.42333333333333334,0.0001539926526059492,False,no_transition,,,,
0.42333333333333334,0.00031622776601683794,False,no_transition,,,,
0.42333333333333334,0.0006493816315762113,False,no_transition,,,,
0.42333333333333334,0.001333521432163324,False,no_transition,,,,
0.42333333333333334,0.0027384196342643613,False,no_transition,,,,
0.42333333333333334,0.005623413251903491,False,no_transition,,,,
0.42333333333333334,0.011547819846894581,False,no_transition,,,,
0.42333333333333334,0.023713737056616554,False,no_transition,,,,
0.42333333333333334,0.04869675251658631,False,Q_positive,,,,
0.42333333333333334,0.1,False,Q_positive,,,,
0.45,1e-06,False,no_transition,,,,
0.45,2.053525026457146e-06,False,no_transition,,,,
0.45,4.216965034285822e-06,False,no_transition,,,,
0.45,8.659643233600654e-06,False,no_transition,,,,
0.45,1.778279410038923e-05,False,no_transition,,,,
0.45,3.651741272548377e-05,False,no_transition,,,,
0.45,7.498942093324559e-05,False,no_transition,,,,
0.45,0.0001539926526059492,False,no_transition,,,,
0.45,0.00031622776601683794,False,no_transition,,,,
0.45,0.0006493816315762113,False,no_transition,,,,
0.45,0.001333521432163324,False,no_transition,,,,
0.45,0.0027384196342643613,False,no_transition,,,,
0.45,0.005623413251903491,False,no_transition,,,,
0.45,0.011547819846894581,False,no_transition,,,,
0.45,0.023713737056616554,False,no_transition,,,,
0.45,0.04869675251658631,False,no_transition,,,,
0.45,0.1,False,Q_positive,,,,
