z,delta,f,fsigma8
3.054313183073531,1.0,1.0,0.811
3.035626506277577,1.0,1.0,0.811
3.017025957975873,1.0,1.0,0.811
2.998511141194812,1.0,1.0,0.811
2.980081660790467,1.0,1.0,0.811
2.9617371234401704,1.0,1.0,0.811
2.943477137634108,1.0,1.0,0.811
2.9253013136669663,1.0,1.0,0.811
2.9072092636296234,1.0,1.0,0.811
2.8892006014008587,1.0,1.0,0.811
2.8712749426391158,1.0,1.0,0.811
2.8534319047743084,1.0,1.0,0.811
2.8356711069996425,1.0,1.0,0.811
2.817992170263497,1.0,1.0,0.811
2.8003947172613306,1.0,1.0,0.811
2.782878372427636,1.0,1.0,0.811
2.7654427619279143,1.0,1.0,0.811
2.7480875136507024,1.0,1.0,0.811
2.730812257199635,1.0,1.0,0.811
2.7136166238855313,1.0,1.0,0.811
2.69650024671853,1.0,1.0,0.811
2.6794627604002614,1.0,1.0,0.811
2.6625038013160447,1.0,1.0,0.811
2.6456230075271283,1.0,1.0,0.811
2.6288200187629736,1.0,1.0,0.811
2.6120944764135534,1.0,1.0,0.811
2.5954460235217067,1.0,1.0,0.811
2.5788743047755216,1.0,1.0,0.811
2.5623789665007455,1.0,1.0,0.811
2.545959656653241,1.0,1.0,0.811
2.5296160248114763,1.0,1.0,0.811
2.5133477221690375,1.0,1.0,0.811
2.4971544015271907,1.0,1.0,0.811
2.4810357172874737,1.0,1.0,0.811
2.464991325444314,1.0,1.0,0.811
2.4490208835776897,1.0,1.0,0.811
2.433124050845826,1.0,1.0,0.811
2.417300487977914,1.0,1.0,0.811
2.401549857266872,1.0,1.0,0.811
2.385871822562143,1.0,1.0,0.811
2.3702660492625136,1.0,1.0,0.811
2.3547322043089762,1.0,1.0,0.811
2.3392699561776236,1.0,1.0,0.811
2.3238789748725672,1.0,1.0,0.811
2.3085589319188995,1.0,1.0,0.811
2.2933095003556803,1.0,1.0,0.811
2.278130354728964,1.0,1.0,0.811
2.263021171084847,1.0,1.0,0.811
2.247981626962556,1.0,1.0,0.811
2.233011401387572,1.0,1.0,0.811
2.21811017486477,1.0,1.0,0.811
2.2032776293716063,1.0,1.0,0.811
2.1885134483513338,1.0,1.0,0.811
2.173817316706239,1.0,1.0,0.811
2.1591889207909207,1.0,1.0,0.811
2.1446279484056,1.0,1.0,0.811
2.1301340887894495,1.0,1.0,0.811
2.1157070326139653,1.0,1.0,0.811
2.1013464719763686,1.0,1.0,0.811
2.087052100393027,1.0,1.0,0.811
2.0728236127929187,1.0,1.0,0.811
2.0586607055111226,1.0,1.0,0.811
2.044563076282332,1.0,1.0,0.811
2.0305304242344073,1.0,1.0,0.811
2.0165624498819574,1.0,1.0,0.811
2.0026588551199414,1.0,1.0,0.811
1.988819343217311,1.0,1.0,0.811
1.9750436188106795,1.0,1.0,0.811
1.9613313878980114,1.0,1.0,0.811
1.947682357832353,1.0,1.0,0.811
1.9340962373155879,1.0,1.0,0.811
1.9205727363922152,1.0,1.0,0.811
1.9071115664431622,1.0,1.0,0.811
1.8937124401796313,1.0,1.0,0.811
1.880375071636959,1.0,1.0,0.811
1.8670991761685198,1.0,1.0,0.811
1.8538844704396462,1.0,1.0,0.811
1.8407306724215888,1.0,1.0,0.811
1.8276375013854902,1.0,1.0,0.811
1.8146046778963942,1.0,1.0,0.811
1.8016319238072898,1.0,1.0,0.811
1.7887189622531645,1.0,1.0,0.811
1.7758655176451015,1.0,1.0,0.811
1.7630713156643996,1.0,1.0,0.811
1.750336083256713,1.0,1.0,0.811
1.737659548626226,1.0,1.0,0.811
1.725041441229858,1.0,1.0,0.811
1.71248149177148,1.0,1.0,0.811
1.6999794321961716,1.0,1.0,0.811
1.687534995684505,1.0,1.0,0.811
1.6751479166468424,1.0,1.0,0.811
1.662817930717671,1.0,1.0,0.811
1.6505447747499646,1.0,1.0,0.811
1.6383281868095612,1.0,1.0,0.811
1.6261679061695755,1.0,1.0,0.811
1.6140636733048384,1.0,1.0,0.811
1.6020152298863506,1.0,1.0,0.811
1.5900223187757745,1.0,1.0,0.811
1.578084684019947,1.0,1.0,0.811
1.5662020708454127,1.0,1.0,0.811
1.5543742256529884,1.0,1.0,0.811
1.5426008960123552,1.0,1.0,0.811
1.530881830656663,1.0,1.0,0.811
1.5192167794771736,1.0,1.0,0.811
1.5076054935179206,1.0,1.0,0.811
1.4960477249704,1.0,1.0,0.811
1.4845432271682748,1.0,1.0,0.811
1.4730917545821152,1.0,1.0,0.811
1.46169306281416,1.0,1.0,0.811
1.4503469085930956,1.0,1.0,0.811
1.4390530497688658,1.0,1.0,0.811
1.4278112453075087,1.0,1.0,0.811
1.4166212552860054,1.0,1.0,0.811
1.4054828408871627,1.0,1.0,0.811
1.394395764394519,1.0,1.0,0.811
1.3833597891872658,1.0,1.0,0.811
1.3723746797351999,1.0,1.0,0.811
1.3614402015936995,1.0,1.0,0.811
1.3505561213987156,1.0,1.0,0.811
1.3397222068617949,1.0,1.0,0.811
1.3289382267651226,1.0,1.0,0.811
1.3182039509565855,1.0,1.0,0.811
1.3075191503448598,1.0,1.0,0.811
1.2968835968945274,1.0,1.0,0.811
1.2862970636212006,1.0,1.0,0.811
1.275759324586684,1.0,1.0,0.811
1.2652701548941518,1.0,1.0,0.811
1.2548293306833456,1.0,1.0,0.811
1.2444366291257967,1.0,1.0,0.811
1.234091828420076,1.0,1.0,0.811
1.2237947077870523,1.0,1.0,0.811
1.2135450474651854,1.0,1.0,0.811
1.2033426287058364,1.0,1.0,0.811
1.1931872337685965,1.0,1.0,0.811
1.1830786459166398,1.0,1.0,0.811
1.1730166494121002,1.0,1.0,0.811
1.1630010295114674,1.0,1.0,0.811
1.1530315724610003,1.0,1.0,0.811
1.1431080654921666,1.0,1.0,0.811
1.1332302968171049,1.0,1.0,0.811
1.1233980556241008,1.0,1.0,0.811
1.1136111320730873,1.0,1.0,0.811
1.1038693172911724,1.0,1.0,0.811
1.094172403368174,1.0,1.0,0.811
1.084520183352185,1.0,1.0,0.811
1.074912451245162,1.0,1.0,0.811
1.0653490019985195,1.0,1.0,0.811
1.0558296315087596,1.0,1.0,0.811
1.0463541366131177,1.0,1.0,0.811
1.0369223150852203,1.0,1.0,0.811
1.0275339656307731,1.0,1.0,0.811
1.0181888878832677,1.0,1.0,0.811
1.0088868823996981,1.0,1.0,0.811
0.9996277506563092,1.0,1.0,0.811
0.9904112950443611,1.0,1.0,0.811
0.9812373188659071,1.0,1.0,0.811
0.9721056263295982,1.0,1.0,0.811
0.963016022546507,1.0,1.0,0.811
0.9539683135259631,1.0,1.0,0.811
0.9449623061714163,1.0,1.0,0.811
0.935997808276317,1.0,1.0,0.811
0.9270746285200091,1.0,1.0,0.811
0.9181925764636512,1.0,1.0,0.811
0.9093514625461516,1.0,1.0,0.811
0.900551098080121,1.0,1.0,0.811
0.8917912952478462,1.0,1.0,0.811
0.8830718670972812,1.0,1.0,0.811
0.8743926275380614,1.0,1.0,0.811
0.8657533913375248,1.0,1.0,0.811
0.857153974116764,1.0,1.0,0.811
0.84859419234669,1.0,1.0,0.811
0.8400738633441163,1.0,1.0,0.811
0.8315928052678565,1.0,1.0,0.811
0.823150837114847,1.0,1.0,0.811
0.8147477787162827,1.0,1.0,0.811
0.8063834507337717,1.0,1.0,0.811
0.798057674655507,1.0,1.0,0.811
0.7897702727924623,1.0,1.0,0.811
0.7815210682745903,1.0,1.0,0.811
0.7733098850470552,1.0,1.0,0.811
0.7651365478664722,1.0,1.0,0.811
0.7570008822971686,1.0,1.0,0.811
0.7489027147074607,1.0,1.0,0.811
0.7408418722659464,1.0,1.0,0.811
0.7328181829378235,1.0,1.0,0.811
0.7248314754812075,1.0,1.0,0.811
0.7168815794434846,1.0,1.0,0.811
0.7089683251576713,1.0,1.0,0.811
0.7010915437387941,1.0,1.0,0.811
0.693251067080283,1.0,1.0,0.811
0.6854467278503904,1.0,1.0,0.811
0.67767835948861,1.0,1.0,0.811
0.6699457962021296,1.0,1.0,0.811
0.6622488729622893,1.0,1.0,0.811
0.6545874255010609,1.0,1.0,0.811
0.6469612903075401,1.0,1.0,0.811
0.6393703046244628,1.0,1.0,0.811
0.6318143064447226,1.0,1.0,0.811
0.624293134507919,1.0,1.0,0.811
0.6168066282969151,1.0,1.0,0.811
0.6093546280344109,1.0,1.0,0.811
0.6019369746795316,1.0,1.0,0.811
0.594553509924441,1.0,1.0,0.811
0.5872040761909518,1.0,1.0,0.811
0.5798885166271701,1.0,1.0,0.811
0.5726066751041459,1.0,1.0,0.811
0.5653583962125404,1.0,1.0,0.811
0.5581435252593088,1.0,1.0,0.811
0.5509619082644039,1.0,1.0,0.811
0.5438133919574817,1.0,1.0,0.811
0.5366978237746352,1.0,1.0,0.811
0.5296150518551377,1.0,1.0,0.811
0.5225649250382023,1.0,1.0,0.811
0.5155472928597542,1.0,1.0,0.811
0.5085620055492193,1.0,1.0,0.811
0.5016089140263336,1.0,1.0,0.811
0.49468786989795155,1.0,1.0,0.811
0.487798725454887,1.0,1.0,0.811
0.48094133366875713,1.0,1.0,0.811
0.47411554818884616,1.0,1.0,0.811
0.4673212233389792,1.0,1.0,0.811
0.46055821411442,1.0,1.0,0.811
0.45382637617876753,1.0,1.0,0.811
0.4471255658608806,1.0,1.0,0.811
0.4404556401518107,1.0,1.0,0.811
0.43381645670174995,1.0,1.0,0.811
0.42720787381699177,1.0,1.0,0.811
0.42062975045691164,1.0,1.0,0.811
0.4140819462309493,1.0,1.0,0.811
0.40756432139561816,1.0,1.0,0.811
0.40107673685152156,1.0,1.0,0.811
0.39461905414038356,1.0,1.0,0.811
0.38819113544209305,1.0,1.0,0.811
0.38179284357176746,1.0,1.0,0.811
0.3754240419768171,1.0,1.0,0.811
0.36908459473403665,1.0,1.0,0.811
0.36277436654670203,1.0,1.0,0.811
0.35649322274168327,1.0,1.0,0.811
0.35024102926657075,1.0,1.0,0.811
0.34401765268681284,1.0,1.0,0.811
0.33782296018287195,1.0,1.0,0.811
0.33165681954738435,1.0,1.0,0.811
0.32551909918234245,1.0,1.0,0.811
0.31940966809628457,1.0,1.0,0.811
0.31332839590150074,1.0,1.0,0.811
0.3072751528112472,1.0,1.0,0.811
0.30124980963698245,1.0,1.0,0.811
0.29525223778560217,1.0,1.0,0.811
0.28928230925670007,1.0,1.0,0.811
0.2833398966398346,1.0,1.0,0.811
0.2774248731118101,1.0,1.0,0.811
0.27153711243396805,1.0,1.0,0.811
0.26567648894949913,1.0,1.0,0.811
0.25984287758075286,1.0,1.0,0.811
0.25403615382657363,1.0,1.0,0.811
0.24825619375964258,1.0,1.0,0.811
0.2425028740238322,1.0,1.0,0.811
0.236776071831573,1.0,1.0,0.811
0.23107566496123733,1.0,1.0,0.811
0.22540153175452393,1.0,1.0,0.811
0.21975355111386619,1.0,1.0,0.811
0.21413160249984675,1.0,1.0,0.811
0.20853556592862477,1.0,1.0,0.811
0.2029653219693739,1.0,1.0,0.811
0.1974207517417379,1.0,1.0,0.811
0.19190173691328738,1.0,1.0,0.811
0.1864081596969982,1.0,1.0,0.811
0.18093990284873662,1.0,1.0,0.811
0.1754968496647571,1.0,1.0,0.811
0.17007888397921178,1.0,1.0,0.811
0.16468589016167012,1.0,1.0,0.811
0.15931775311465524,1.0,1.0,0.811
0.15397435827118122,1.0,1.0,0.811
0.14865559159231223,1.0,1.0,0.811
0.14336133956472752,1.0,1.0,0.811
0.1380914891982996,1.0,1.0,0.811
0.13284592802368023,1.0,1.0,0.811
0.12762454408990598,1.0,1.0,0.811
0.12242722596200095,1.0,1.0,0.811
0.1172538627186046,1.0,1.0,0.811
0.11210434394960167,1.0,1.0,0.811
0.10697855975376735,1.0,1.0,0.811
0.10187640073641924,1.0,1.0,0.811
0.09679775800708756,1.0,1.0,0.811
0.09174252317718556,1.0,1.0,0.811
0.08671058835769907,1.0,1.0,0.811
0.08170184615688436,1.0,1.0,0.811
0.07671618967797467,1.0,1.0,0.811
0.0717535125168991,1.0,1.0,0.811
0.06681370876001513,1.0,1.0,0.811
0.06189667298184243,1.0,1.0,0.811
0.05700230024281616,1.0,1.0,0.811
0.052130486087047734,1.0,1.0,0.811
0.04728112654009409,1.0,1.0,0.811
0.0424541181067386,1.0,1.0,0.811
0.03764935776878575,1.0,1.0,0.811
0.03286674298285708,1.0,1.0,0.811
0.028106171678205616,1.0,1.0,0.811
0.023367542254538298,1.0,1.0,0.811
0.018650753579845247,1.0,1.0,0.811
0.013955704988243944,1.0,1.0,0.811
0.009282296277827617,1.0,1.0,0.811
0.004630427708531837,1.0,1.0,0.811
0.0,1.0,1.0,0.811
