z,E,Omega_m,Omega_Lambda,Qtilde
2.49498997995992,2.969844975114005,7.476056437002688,1.3304942779864384,-0.7602537479027581
2.50501002004008,2.98070626375429,7.538331790165309,1.3326949197624378,-0.764446230579059
2.51503006012024,2.9915869702218667,7.6009601547711165,1.3348933330230577,-0.7686515271234814
2.5250501002004007,3.002487054840471,7.663942546956958,1.3370895234272735,-0.7728696386821969
2.535070140280561,3.0134064781435552,7.7272799829131396,1.3392834966190972,-0.7771005663410533
2.545090180360721,3.02434520087351,7.790973478886413,1.3414752582274836,-0.7813443111260621
2.555110220440881,3.0353031839691784,7.855024051114232,1.343664813863908,-0.7856008739993275
2.565130260521042,3.0462803885304117,7.919432715622204,1.3458521691153986,-0.7898702558459935
2.5751503006012024,3.05727677585153,7.984200488424514,1.3480373295514003,-0.7941524574879566
2.5851703406813624,3.06829230743178,8.049328385592355,1.3502203007259628,-0.7984474796886926
2.595190380761523,3.0793269449737912,8.114817423252465,1.3524010881775217,-0.8027553231534195
2.6052104208416837,3.0903806503599425,8.180668617453335,1.3545796974243285,-0.8070759885206058
2.615230460921844,3.101453385633946,8.246882984059772,1.3567561339609826,-0.8114094763554511
2.625250501002004,3.1125451130362167,8.313461538969259,1.3589304032655782,-0.8157557871644191
2.635270541082164,3.1236557950067643,8.380405298136797,1.361102510800383,-0.8201149213971094
2.6452905811623246,3.134785394182457,8.44771527756605,1.3632724620114096,-0.8244868794459226
2.655310621242485,3.1459338733652085,8.515392493123,1.3654402623223345,-0.8288716616342588
2.665330661322645,3.157101195522125,8.58343796054094,1.3676059171347206,-0.833269268217227
2.675350701402805,3.168287323814564,8.651852695603232,1.369769431833844,-0.8376796993937692
2.685370741482966,3.179492221598158,8.720637714151184,1.3719308117888158,-0.8421029553073869
2.695390781563126,3.190715852418213,8.789794032063387,1.3740900623518146,-0.8465390360450333
2.7054108216432864,3.201958179974356,8.859322665043564,1.3762471888514292,-0.8509879416238028
2.715430861723447,3.2132191681338456,8.929224628707086,1.3784021965954292,-0.8554496719968271
2.7254509018036077,3.2244987809538284,8.999500938725394,1.3805550908752051,-0.8599242270627581
2.7354709418837677,3.235796982680444,9.07015261082825,1.3827058769657286,-0.8644116066661064
2.745490981963928,3.2471137377425427,9.14118066077198,1.3848545601244877,-0.8689118105954252
2.755511022044088,3.2584490107158923,9.21258610412032,1.3870011455848503,-0.8734248385697141
2.7655310621242486,3.2698027663435,9.284369956376713,1.3891456385601433,-0.8779506902471105
2.7755511022044086,3.281174969553265,9.356533233102535,1.3912880442471625,-0.8824893652325749
2.785571142284569,3.292565585456854,9.429076949917835,1.393428367826103,-0.8870408630781095
2.795591182364729,3.303974579342695,9.502002122464212,1.395566614459387,-0.8916051832806141
2.805611222444889,3.315401916640806,9.575309766185423,1.397702789285237,-0.8961823252684213
2.81563126252505,3.3268475629452547,9.64900089647583,1.3998368974221125,-0.9007722884108752
2.8256513026052104,3.3383114840298687,9.723076528788305,1.401968943971819,-0.9053750720252532
2.835671342685371,3.3497936458470807,9.797537678634646,1.4040989340194447,-0.909990675376948
2.845691382765531,3.361294014521511,9.872385361551483,1.406226872632318,-0.9146190976775168
2.8557114228456912,3.372812556315419,9.947620592880892,1.408352764853788,-0.9192603380713624
2.865731462925852,3.384349237649393,10.02324438790993,1.4104766157072817,-0.923914395644624
2.875751503006012,3.395904025118656,10.099257761984234,1.4125984301994934,-0.9285812694323572
2.885771543086172,3.407476885491959,10.175661730508564,1.414718213320338,-0.9332609584187036
2.895791583166333,3.419067785706787,10.252457308922777,1.4168359700422306,-0.9379534615355614
2.905811623246493,3.430676692836,10.329645512486442,1.4189517053141585,-0.9426587776496425
2.915831663326653,3.4423035741025805,10.40722735638127,1.4210654240646083,-0.9473769055689824
2.925851703406813,3.4539483968989773,10.485203855846663,1.4231771312052852,-0.9521078440513648
2.935871743486974,3.465611128786179,10.56357602618129,1.4252868316311016,-0.956851591804535
2.9458917835671343,3.477291737490849,10.642344882731503,1.4273945302198183,-0.9616081474856212
2.9559118236472943,3.488990190875481,10.721511440696103,1.4295002318268315,-0.9663775096895298
2.9659318637274548,3.50070645694205,10.80107671515536,1.4316039412860568,-0.971159676950944
2.975951903807615,3.512440503856469,10.881041721243164,1.4337056634145369,-0.9759546477548456
2.985971943887776,3.524192299948313,10.961407474152796,1.4358054030125549,-0.9807624205369722
2.995991983967936,3.535961813709311,11.04217498913436,1.4379031648635272,-0.985582993683762
3.006012024048096,3.5477490137708934,11.123345281347174,1.4399989537301705,-0.9904163655236952
3.0160320641282565,3.5595538688919746,11.20491936578008,1.4420927743525418,-0.9952625343227736
3.0260521042084165,3.57137634798864,11.28689825746198,1.4441846314535365,-1.0001214982972146
3.036072144288577,3.5832164201358623,11.369282971481262,1.4462745297393589,-1.0049932556146983
3.0460921843687374,3.595074054566393,11.452074522985752,1.448362473899493,-1.009877804394454
3.056112224448898,3.60694922065863,11.535273927105022,1.450448468604732,-1.0147751427027876
3.066132264529058,3.618841887908908,11.618882198761025,1.4525325185025038,-1.0196852685421272
3.0761523046092183,3.630752025960684,11.702900352878022,1.454614628222228,-1.024608179863551
3.0861723446893787,3.6426796046116423,11.787329404439754,1.456694802376736,-1.0295438745702308
3.096192384769539,3.6546245938126174,11.872170368489453,1.4587730455622496,-1.0344923505175103
