z,E,H_km_s_Mpc,Omega_m,Omega_Lambda,Omega_r,Qtilde,w_eff,q,D_L_Mpc
0.00015032242981617027,1.0000676752027866,70.00473726419506,0.30009226442830106,0.699953036428927,9.005412827824652e-05,-0.0954516485643009,-0.8636405811185419,-0.5497424397065396,0.6438682863342596
0.00015093641306540727,1.0000679516306044,70.00475661414231,0.3000926413214712,0.6999532122077495,9.005434941211392e-05,-0.09545172940952897,-0.8636405375603103,-0.5497421229118817,0.6464984365515875
0.0001515529040936286,1.0000682291875773,70.0047760431304,0.30009301975440433,0.6999533887045228,9.005457144959956e-05,-0.09545181058499878,-0.8636404938241967,-0.54974180482326,0.6491393319822129
0.00015217191314371184,1.0000685078783182,70.00479555148227,0.3000933997333925,0.699953565922179,9.005479439439754e-05,-0.09545189209205945,-0.8636404499094745,-0.5497414854353891,0.6517910165349388
0.00015279345050037154,1.000068787707459,70.00481513952212,0.3000937812647536,0.6999537438636629,9.005501825021712e-05,-0.0954519739320657,-0.8636404058154148,-0.5497411647429618,0.6544535342980823
0.00015341752649032926,1.00006906867965,70.0048348075755,0.30009416435483116,0.6999539225319307,9.005524302078274e-05,-0.09545205610637764,-0.8636403615412851,-0.5497408427406496,0.6571269295402056
0.0001540441514824853,1.0000693507995608,70.00485455596926,0.3000945490099947,0.6999541019299506,9.005546870983401e-05,-0.095452138616361,-0.8636403170863503,-0.5497405194231019,0.6598112467108534
0.0001546733358880917,1.0000696340718802,70.00487438503161,0.3000949352366399,0.6999542820607033,9.005569532112598e-05,-0.09545222146338712,-0.8636402724498718,-0.5497401947849467,0.6625065304412979
0.00015530509016092398,1.000069918501316,70.00489429509211,0.30009532304118836,0.6999544629271819,9.005592285842884e-05,-0.09545230464883299,-0.8636402276311088,-0.5497398688207897,0.6652128255452756
0.00015593942479745615,1.000070204092595,70.00491428648165,0.3000957124300882,0.6999546445323909,9.005615132552852e-05,-0.09545238817408104,-0.8636401826293169,-0.5497395415252142,0.6679301770197418
0.0001565763503370338,1.0000704908504638,70.00493435953247,0.30009610340981374,0.6999548268793475,9.00563807262262e-05,-0.09545247204051954,-0.8636401374437486,-0.5497392128927823,0.6706586300456124
0.00015721587736205057,1.000070778779688,70.00495451457816,0.3000964959868658,0.6999550099710816,9.005661106433861e-05,-0.09545255624954235,-0.8636400920736536,-0.5497388829180329,0.6733982299885242
0.0001578580164981227,1.000071067885053,70.00497475195371,0.30009689016777163,0.6999551938106352,9.005684234369831e-05,-0.09545264080254902,-0.8636400465182785,-0.5497385515954836,0.6761490223995845
0.00015850277841426624,1.0000713581713636,70.00499507199545,0.3000972859590856,0.699955378401062,9.005707456815339e-05,-0.09545272570094485,-0.8636400007768669,-0.5497382189196287,0.6789110530161342
0.0001591501738230746,1.000071649643444,70.00501547504109,0.30009768336738835,0.6999555637454297,9.005730774156763e-05,-0.09545281094614086,-0.8636399548486591,-0.5497378848849408,0.6816843677625092
0.0001598002134808956,1.0000719423061386,70.0050359614297,0.3000980823992878,0.699955749846817,9.005754186782066e-05,-0.09545289653955386,-0.8636399087328923,-0.5497375494858692,0.6844690127508032
0.00016045290818801134,1.000072236164311,70.00505653150178,0.3000984830614187,0.6999559367083159,9.005777695080817e-05,-0.09545298248260636,-0.8636398624288009,-0.5497372127168408,0.6872650342816411
0.00016110826878881638,1.0000725312228451,70.00507718559916,0.300098885360443,0.6999561243330311,9.005801299444159e-05,-0.09545306877672684,-0.8636398159356158,-0.5497368745722597,0.6900724788449443
0.0001617663061719993,1.0000728274866448,70.00509792406514,0.30009928930304985,0.6999563127240801,9.005825000264831e-05,-0.09545315542334949,-0.863639769252565,-0.5497365350465077,0.692891393120711
0.00016242703127072216,1.000073124960634,70.00511874724438,0.3000996948959559,0.6999565018845927,9.005848797937209e-05,-0.0954532424239145,-0.8636397223788732,-0.5497361941339427,0.6957218239797899
0.00016309045506280361,1.0000734236497564,70.00513965548295,0.3001001021459049,0.6999566918177116,9.00587269285725e-05,-0.0954533297798677,-0.8636396753137622,-0.5497358518289005,0.6985638184846651
0.0001637565885708999,1.000073723558976,70.00516064912833,0.3001005110596685,0.6999568825265923,9.005896685422541e-05,-0.09545341749266108,-0.8636396280564502,-0.5497355081256927,0.7014174238902359
0.00016442544286268925,1.000074024693277,70.0051817285294,0.30010092164404606,0.6999570740144033,9.005920776032317e-05,-0.09545350556375239,-0.8636395806061525,-0.5497351630186083,0.7042826876446097
0.00016509702905105484,1.0000743270576649,70.00520289403654,0.30010133390586446,0.6999572662843259,9.005944965087411e-05,-0.09545359399460539,-0.8636395329620813,-0.5497348165019134,0.7071596573898873
0.00016577135829426957,1.0000746306571644,70.00522414600151,0.30010174785197874,0.6999574593395551,9.005969252990331e-05,-0.09545368278668999,-0.8636394851234452,-0.54973446856985,0.7100483809629599
0.00016644844179618238,1.0000749354968212,70.00524548477749,0.3001021634892719,0.6999576531832978,9.005993640145209e-05,-0.09545377194148177,-0.86363943708945,-0.5497341192166365,0.7129489063963076
